,text,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,retweeted,longitude,latitude
247,RT @xiuminnesota: eating xiumin's ass with a side of caviar and some chardonnay. yum ;),FALSE,NA,8/8/13 4:44,FALSE,NA,3.65333E+17,NA,web,gutteryeol,1,FALSE,NA,NA
248,2001 bottle of Chardonnay. #classy,FALSE,NA,8/8/13 4:43,FALSE,NA,3.65332E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twagnon11,0,FALSE,NA,NA
249,RT @Contract_cKilla: “@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael”sap ass,FALSE,NA,8/8/13 4:43,FALSE,NA,3.65332E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_FuckTheHype_,1,FALSE,NA,NA
250,eating xiumin's ass with a side of caviar and some chardonnay. yum ;),FALSE,NA,8/8/13 4:43,FALSE,NA,3.65332E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",xiuminnesota,1,FALSE,NA,NA
251,What's on your dinner plate tonight? - Try Apricot chicken with Esona Chardonnay 2011. http://t.co/7P3hw4PEY8,FALSE,NA,8/8/13 4:43,FALSE,NA,3.65332E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",esona_thevery1,0,FALSE,NA,NA
252,RT @Contract_cKilla: “@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael” weed and pizza make …,FALSE,NA,8/8/13 4:42,FALSE,NA,3.65332E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_FuckTheHype_,1,FALSE,NA,NA
253,“@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael” weed and pizza make me think of him bread2,FALSE,_FuckTheHype_,8/8/13 4:41,FALSE,3.65332E+17,3.65332E+17,296607148,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Contract_cKilla,1,FALSE,NA,NA
254,Roomie: “Lady Cawcaw aka caca” I spit my Chardonnay out,FALSE,NA,8/8/13 4:41,FALSE,NA,3.65332E+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",UncannyXDen,0,FALSE,NA,NA
255,RT @NuttelIa: who else is laying down on Twitter &amp; Instagram just scrolling... ,FALSE,NA,8/8/13 4:41,FALSE,NA,3.65332E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,1894,FALSE,NA,NA
256,“@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael”sap ass,FALSE,_FuckTheHype_,8/8/13 4:40,FALSE,3.65332E+17,3.65332E+17,296607148,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Contract_cKilla,1,FALSE,NA,NA
257,It's wine o'clock and we are enjoying a lovely glass of our Chairman's Chardonnay - Cheers Karl! #WineSelectors http://t.co/UErPLGvxZD,FALSE,NA,8/8/13 4:40,FALSE,NA,3.65332E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",wineselectors,0,FALSE,NA,NA
258,Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael,FALSE,NA,8/8/13 4:40,FALSE,NA,3.65332E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_FuckTheHype_,0,FALSE,NA,NA
259,RT @NuttelIa: #IWontDateYouBecause you flirt with everything that has a pulse,FALSE,NA,8/8/13 4:39,FALSE,NA,3.65331E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,1462,FALSE,NA,NA
260,A little Marvin Gaye &amp; Chardonnay..,FALSE,NA,8/8/13 4:39,FALSE,NA,3.65331E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Willx,0,FALSE,NA,NA
261,“@typgirlprobzz: #confessyourunpopularopinion I don't watch Pretty Little Liars.”,FALSE,typgirlprobzz,8/8/13 4:38,FALSE,3.65329E+17,3.65331E+17,544711054,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,0,FALSE,NA,NA
262,Ine like how twitter jail me when I was talking bout Chardonnay -.- -Mia,FALSE,NA,8/8/13 4:36,FALSE,NA,3.65331E+17,NA,web,_LunaAzul,0,FALSE,NA,NA
263,Lol somebody is a little tipsy off of this wine lol @haitainbonita #tipsy #chardonnay #wine #bestie… http://t.co/rtzuWmdkF2,FALSE,NA,8/8/13 4:32,FALSE,NA,3.6533E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Char_R_C_88_BSF,0,FALSE,NA,NA
264,"@JamesTheWineGuy you seem to taste several wines, you should check out 2011 Portal Del Alto Reserva Del Autor Chardonnay. Very nice. #chile",FALSE,JamesTheWineGuy,8/8/13 4:32,FALSE,3.6531E+17,3.6533E+17,17032442,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",northwaywine,0,FALSE,NA,NA
265,"Yellow Tail Chardonnay, Joel? Seriously? I'm so disappointed in you, @joelmchale. #TheSoup #GetGlue http://t.co/s1GiYpUagD",FALSE,NA,8/8/13 4:31,FALSE,NA,3.65329E+17,NA,"<a href=""http://getglue.com"" rel=""nofollow"">GetGlue.com</a>",VinoCaPisco,0,FALSE,NA,NA
266,Chardonnay dreams tonight,FALSE,NA,8/8/13 4:30,FALSE,NA,3.65329E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SuperPlusCampon,0,FALSE,NA,NA
267,"While I smoke, shorty sip chardonnay",FALSE,NA,8/8/13 4:28,FALSE,NA,3.65329E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",RoShine,0,FALSE,NA,NA
268,Chardonnay is gooood,FALSE,NA,8/8/13 4:25,FALSE,NA,3.65328E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NenaNebraska,0,FALSE,NA,NA
269,"RT @JustChill_Cuh: Disney channel make bitches feel like they can sing, rap, dance &amp; cook!",FALSE,NA,8/8/13 4:25,FALSE,NA,3.65328E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sip_Chardonnay,1,FALSE,NA,NA
270,Im sittin up hea watchin kim possible,FALSE,NA,8/8/13 4:24,FALSE,NA,3.65328E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sip_Chardonnay,0,FALSE,NA,NA
271,#Wine list dilemma!! Looking for a great #oaked #chardonnay to serve by the glass!!! Any suggestions?,FALSE,NA,8/8/13 4:23,FALSE,NA,3.65327E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pier_73,0,FALSE,NA,NA
272,@Sipp_ChardonNAY right cool,FALSE,Sipp_ChardonNAY,8/8/13 4:23,FALSE,3.65327E+17,3.65327E+17,203744787,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ThatOG_Recce,0,FALSE,NA,NA
273,What dat nigga Big Sean say.. we can do it off this Marvin Gaye and Chardonnay,FALSE,NA,8/8/13 4:23,FALSE,NA,3.65327E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MoneyMakiinB,0,FALSE,NA,NA
274,"RT @__QveenM: ""Lmfaoo yall is a ass if yall think Chardonnay is a virgin"" LIVEEEEE",FALSE,NA,8/8/13 4:22,FALSE,NA,3.65327E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",_BvsedChicken,0,FALSE,NA,NA
275,"""@ThatOG_Recce: @Sipp_ChardonNAY you good??""yes. I'm fine.",FALSE,NA,8/8/13 4:22,FALSE,NA,3.65327E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
276,Mz.Chardonnay | BubbleShake http://t.co/ODWgM2cIr8,FALSE,NA,8/8/13 4:22,FALSE,NA,3.65327E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",bubblexxxmag,1,FALSE,NA,NA
277,Mz.Chardonnay | BubbleShake http://t.co/6nrj7VhZNc,FALSE,NA,8/8/13 4:22,FALSE,NA,3.65327E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",SOJAREALZ,0,FALSE,NA,NA
278,I tasted Sterling Vineyards Vintner's Collection Chardonnay 2011 and rated it 89/100 http://t.co/ysUtZipbLR,FALSE,NA,8/8/13 4:22,FALSE,NA,3.65327E+17,NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",HessMacD,0,FALSE,NA,NA
279,"@__QveenM kml beii chardonnay, her mommy andddd her sister is tote lone dick at the same damn time",FALSE,__QveenM,8/8/13 4:21,FALSE,3.65326E+17,3.65327E+17,545562525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stiletto_cutie,0,FALSE,NA,NA
280,"""@__QveenM: Lmfaoo yall is a ass if yall think Chardonnay is a virgin"" MAN WAIT x________x LMAOO but forreal doe",FALSE,NA,8/8/13 4:20,FALSE,NA,3.65327E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",autunae_,0,FALSE,NA,NA
281,RT @jacytopps: I knew that $4 would have been better spent on a bottle of Trader Joe's Chardonnay #powerball,FALSE,NA,8/8/13 4:19,FALSE,NA,3.65326E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MsHeatherBeaver,1,FALSE,NA,NA
282,Lmfaoo yall is a ass if yall think Chardonnay is a virgin,FALSE,NA,8/8/13 4:19,FALSE,NA,3.65326E+17,NA,web,__QveenM,0,FALSE,NA,NA
283,I knew that $4 would have been better spent on a bottle of Trader Joe's Chardonnay #powerball,FALSE,NA,8/8/13 4:18,FALSE,NA,3.65326E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jacytopps,1,FALSE,NA,NA
284,I reviewed Sterling Vineyards Vintner's Collection Chardonnay 2011 and rated it 89/100 http://t.co/ysUtZipbLR,FALSE,NA,8/8/13 4:18,FALSE,NA,3.65326E+17,NA,"<a href=""http://www.nataliemaclean.com/"" rel=""nofollow"">NatalieMacLeanTweets</a>",HessMacD,0,FALSE,NA,NA
285,LMFAOOOOOOOOOOOOOO when w me &amp; trae was in the movies &amp; saw Chardonnay &gt;,FALSE,NA,8/8/13 4:17,FALSE,NA,3.65326E+17,NA,web,AniyahQuality,0,FALSE,NA,NA
286,RT @Atreaeu_: I remember when Aniyah ask me if I is one of the boys that had sex with Chardonnay she whispering in the Movie I shout NO !,FALSE,NA,8/8/13 4:17,FALSE,NA,3.65326E+17,NA,web,AniyahQuality,1,FALSE,NA,NA
287,RT @StephenBalme: Woodlands Chardonnay the best value outside chablis,FALSE,NA,8/8/13 4:16,FALSE,NA,3.65326E+17,NA,web,glorianappodarl,2,FALSE,NA,NA
288,I remember when Aniyah ask me if I is one of the boys that had sex with Chardonnay she whispering in the Movie I shout NO !,FALSE,NA,8/8/13 4:16,FALSE,NA,3.65326E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Atreaeu_,1,FALSE,NA,NA
289,Vibin wit my Chardonnay and my DVR,FALSE,NA,8/8/13 4:14,FALSE,NA,3.65325E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A_Reddiva,0,FALSE,NA,NA
290,"""You and Tamsin sitting in Lauren's apartment sharing a glass of chardonnay.""
""It was champagne!""
""Dude. Much worse.""
""And a kiss...""",FALSE,NA,8/8/13 4:14,FALSE,NA,3.65325E+17,NA,web,drunktamsin,0,FALSE,NA,NA
291,Quan be like gatormilk dh lol — ctfuuu outta line. meow dh http://t.co/P6nxV81a2Q,FALSE,NA,8/8/13 4:13,FALSE,NA,3.65325E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
292,"Chardonnay bring her mommy for me , oops",FALSE,NA,8/8/13 4:13,FALSE,NA,3.65325E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,0,FALSE,NA,NA
293,Discovered Sterling Vineyards Vintner's Collection Chardonnay 2011 via @NatalieMacLean http://t.co/H6wOVzpojr,FALSE,NA,8/8/13 4:12,FALSE,NA,3.65325E+17,NA,"<a href=""http://www.nataliemaclean.com/"" rel=""nofollow"">NatalieMacLeanTweets</a>",HessMacD,0,FALSE,NA,NA
294,"Gave @HaitianBonita a glass of Chardonnay lol her ass gone say ""I'm feeling groovy"". Lol",FALSE,NA,8/8/13 4:12,FALSE,NA,3.65325E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Char_R_C_88_BSF,0,FALSE,NA,NA
295,@Sipp_ChardonNAY you good??,FALSE,Sipp_ChardonNAY,8/8/13 4:12,FALSE,3.65324E+17,3.65325E+17,203744787,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ThatOG_Recce,0,FALSE,NA,NA
296,@Sipp_ChardonNAY on your self asking questions,FALSE,Sipp_ChardonNAY,8/8/13 4:12,FALSE,3.65324E+17,3.65325E+17,203744787,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ThatOG_Recce,0,FALSE,NA,NA
297,No one liked Chardonnay in Nca bey. :/,FALSE,NA,8/8/13 4:12,FALSE,NA,3.65324E+17,NA,web,AniyahQuality,0,FALSE,NA,NA
298,RT @_destinyl0ve: Me and chardonnay had problems from.NCA time,FALSE,NA,8/8/13 4:11,FALSE,NA,3.65324E+17,NA,web,AniyahQuality,1,FALSE,NA,NA
299,@ThatOG_Recce but what I Snitch about?,FALSE,ThatOG_Recce,8/8/13 4:11,FALSE,3.65285E+17,3.65324E+17,426210012,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
300,Me and chardonnay had problems from.NCA time,FALSE,NA,8/8/13 4:11,FALSE,NA,3.65324E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,1,FALSE,NA,NA
301,@__QveenM lollll beii chardonnay is a lil hoe beii. she is suck dick i'm convinced,FALSE,__QveenM,8/8/13 4:11,FALSE,3.65323E+17,3.65324E+17,545562525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stiletto_cutie,0,FALSE,NA,NA
302,last fucking tear I'm shedding!!! ,FALSE,NA,8/8/13 4:11,FALSE,NA,3.65324E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
303,Who is Chardonnay o___o ?,FALSE,NA,8/8/13 4:10,FALSE,NA,3.65324E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Atreaeu_,0,FALSE,NA,NA
304,"RT @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE",FALSE,NA,8/8/13 4:10,FALSE,NA,3.65324E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_Lvgrea,2,FALSE,NA,NA
305,Chardonnay? she's a facking bad gyal.,FALSE,NA,8/8/13 4:10,FALSE,NA,3.65324E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MistahTish242,0,FALSE,NA,NA
306,RT @AniyahQuality: people know chardonnay eh?,FALSE,NA,8/8/13 4:09,FALSE,NA,3.65324E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,1,FALSE,NA,NA
307,"Chardonnay bad tho, &amp; want call people goony",FALSE,NA,8/8/13 4:09,FALSE,NA,3.65324E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",_LunaAzul,1,FALSE,NA,NA
308,@MrKing808 I like the chemistry between Blue and Keira and the friendship between Chardonnay and Tasha ... this is a really funny season tho,FALSE,MrKing808,8/8/13 4:09,FALSE,3.65323E+17,3.65324E+17,28814427,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4everCentriQ,1,FALSE,NA,NA
309,people know chardonnay eh?,FALSE,NA,8/8/13 4:09,FALSE,NA,3.65324E+17,NA,web,AniyahQuality,1,FALSE,NA,NA
310,"RT @autunae_: ""@_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE"" …",FALSE,NA,8/8/13 4:08,FALSE,NA,3.65324E+17,NA,web,_devinesays,1,FALSE,NA,NA
311,"""@_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE"" LMAOOO x_____x",FALSE,NA,8/8/13 4:08,FALSE,NA,3.65324E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",autunae_,1,FALSE,NA,NA
312,@__QveenM x____x big lip chardonnay ?,FALSE,__QveenM,8/8/13 4:08,FALSE,3.65322E+17,3.65324E+17,545562525,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,0,FALSE,NA,NA
313,"RT @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE",FALSE,NA,8/8/13 4:07,FALSE,NA,3.65323E+17,NA,web,__QveenM,2,FALSE,NA,NA
314,"LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE",FALSE,NA,8/8/13 4:06,FALSE,NA,3.65323E+17,NA,web,_devinesays,2,FALSE,NA,NA
315,"Added a new video: ""Take Me Away - Chardonnay ft Cyclone J"" http://t.co/vperBMgTjN http://t.co/kY5oqiS8oN",FALSE,NA,8/8/13 4:06,FALSE,NA,3.65323E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",amazin_voice,0,FALSE,NA,NA
316,"Added a new video: ""Take Me Away - Chardonnay ft Cyclone J"" http://t.co/vperBMgTjN #video",FALSE,NA,8/8/13 4:06,FALSE,NA,3.65323E+17,NA,"<a href=""http://www.reverbnation.com/"" rel=""nofollow"">ReverbNation</a>",amazin_voice,0,FALSE,NA,NA
317,"Posted a new song: ""Take Me Away - Chardonnay ft Cyclone J"" http://t.co/599r31IvC7 http://t.co/foeiuPhbSQ",FALSE,NA,8/8/13 4:05,FALSE,NA,3.65323E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",amazin_voice,0,FALSE,NA,NA
318,"Posted a new song: ""Take Me Away - Chardonnay ft Cyclone J"" http://t.co/599r31IvC7 #music",FALSE,NA,8/8/13 4:05,FALSE,NA,3.65323E+17,NA,"<a href=""http://www.reverbnation.com/"" rel=""nofollow"">ReverbNation</a>",amazin_voice,0,FALSE,NA,NA
319,Kim possible is on ,FALSE,NA,8/8/13 4:04,FALSE,NA,3.65323E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",sexy_chardonnay,0,FALSE,NA,NA
320,@_DeepWithin__ @__QveenM chardonnay from stm?,FALSE,_DeepWithin__,8/8/13 4:03,FALSE,3.65322E+17,3.65322E+17,83945984,web,_devinesays,0,FALSE,NA,NA
321,Chardonnay know my bbs,FALSE,NA,8/8/13 4:03,FALSE,NA,3.65322E+17,NA,web,AniyahQuality,0,FALSE,NA,NA
322,@__QveenM Who is Chardonnay ?,FALSE,__QveenM,8/8/13 4:02,FALSE,3.65322E+17,3.65322E+17,545562525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_DeepWithin__,0,FALSE,NA,NA
323,RT @theleanover: I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join m…,FALSE,NA,8/8/13 4:02,FALSE,NA,3.65322E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PartlyRobot,3,FALSE,NA,NA
324,RT @theleanover: I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join m…,FALSE,NA,8/8/13 4:02,FALSE,NA,3.65322E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ASpiker,3,FALSE,NA,NA
325,"Chardonnay have the audacity to call me goony, well fuck.",FALSE,NA,8/8/13 4:01,FALSE,NA,3.65322E+17,NA,web,__QveenM,0,FALSE,NA,NA
326,Yeah we go together “@ButimNeNe: @AlluringMisfit I had Chardonnay”,FALSE,ButimNeNe,8/8/13 4:01,FALSE,3.65322E+17,3.65322E+17,149984036,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlluringMisfit,0,FALSE,NA,NA
327,"Just bottled, unlabelled, the maiden vintage of our Hattersley Family Reserve Chardonnay. The sexiest… http://t.co/gVsv1At7Hg",FALSE,NA,8/8/13 4:01,FALSE,NA,3.65322E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",belgraviawines,0,FALSE,NA,NA
328,"Chardonnay, Moscato, And Chenin Blanc.... Biru's Doin That Winee Thang!! #DontTripp",FALSE,NA,8/8/13 4:01,FALSE,NA,3.65322E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SGBomb_55337,0,FALSE,NA,NA
329,i need to get off. and look at porn- i'm feeling kind of agitated and restless...or maybe it's just the chardonnay talking--it's complicated,FALSE,NA,8/8/13 4:00,FALSE,NA,3.65322E+17,NA,web,Lawrence0123,0,FALSE,NA,NA
330,@AlluringMisfit I had Chardonnay,FALSE,AlluringMisfit,8/8/13 4:00,FALSE,3.65321E+17,3.65322E+17,260576851,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ButimNeNe,0,FALSE,NA,NA
331,Right now on WTSO: Michel-Schlumberger 2012 'Bienvenue' Chardonnay  Dry Creek Valley   92 rating and 50% off! http://t.co/AlT5WWWrIx,FALSE,NA,8/8/13 4:00,FALSE,NA,3.65321E+17,NA,"<a href=""http://www.wtso.com/"" rel=""nofollow"">wtso product notification</a>",WTSO,1,FALSE,NA,NA
332,@theleanover switch the Chardonnay for Franzia,FALSE,theleanover,8/8/13 3:59,FALSE,3.65321E+17,3.65321E+17,169257934,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",exlibris,0,FALSE,NA,NA
333,I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join me.,FALSE,NA,8/8/13 3:59,FALSE,NA,3.65321E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theleanover,3,FALSE,NA,NA
334,This Chardonnay is reacting in my system ,FALSE,NA,8/8/13 3:58,FALSE,NA,3.65321E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Imthick305,0,FALSE,NA,NA
335,this chardonnay got ya girl feelin some type a way..........,FALSE,NA,8/8/13 3:58,FALSE,NA,3.65321E+17,NA,web,morganonthemoon,0,FALSE,NA,NA
336,"@80sMomKara Um...my bedtime ""snack"" was Chardonnay and Ben &amp; Jerry's.  Maybe we can be blood sugar buddies.",FALSE,80sMomKara,8/8/13 3:57,FALSE,3.6532E+17,3.65321E+17,149995653,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>",bigdfleurdelis,0,FALSE,NA,NA
337,Yup goodbye beautiful bottle of 2007 Stonestreet  “Broken Road” Chardonnay you will be missed,FALSE,NA,8/8/13 3:53,FALSE,NA,3.6532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",morgannfarquhar,0,FALSE,NA,NA
338,I will tho wen u become my girl — no. http://t.co/prrlqIyudr,FALSE,NA,8/8/13 3:52,FALSE,NA,3.65319E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
339,Do you ever think about being with a girl ? — every girl has before. http://t.co/lhxNezh33f,FALSE,NA,8/8/13 3:52,FALSE,NA,3.65319E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA
340,"Nothing screams boring like, ""I'll have the Chardonnay."" #confessyourunpopularopinion",FALSE,NA,8/8/13 3:51,FALSE,NA,3.65319E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DenaHellums,0,FALSE,NA,NA
341,"RT @reelsistas: RT @prettyjoyful08: Chardonnay&gt; Moscato #ConfessYourUnpopluarOpinion""",FALSE,NA,8/8/13 3:50,FALSE,NA,3.65319E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Keimosabi,1,FALSE,NA,NA
342,You can sip chardonnay ima have myself a brew.,FALSE,NA,8/8/13 3:50,FALSE,NA,3.65319E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_LiftedSOUL,0,FALSE,NA,NA
343,RT @sarah_spellman: @TheFeeneyCall and Chardonnay,FALSE,NA,8/8/13 3:48,FALSE,NA,3.65319E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheFeeneyCall,1,FALSE,NA,NA
344,@TheFeeneyCall and Chardonnay,FALSE,TheFeeneyCall,8/8/13 3:48,FALSE,3.65318E+17,3.65319E+17,331832150,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sarah_spellman,1,FALSE,NA,NA
345,"RT @prettyjoyful08: Chardonnay&gt; Moscato #ConfessYourUnpopluarOpinion""",FALSE,NA,8/8/13 3:47,FALSE,NA,3.65318E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",reelsistas,1,FALSE,NA,NA
346,"Tilapia, sushi and Chardonnay thanks Chef @_nfoley",FALSE,NA,8/8/13 3:46,FALSE,NA,3.65318E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",taylorbriggss,0,FALSE,NA,NA
347,Still jam out to Marvin Gaye and Chardonnay like it's the first time I've heard it every single time.,FALSE,NA,8/8/13 3:44,FALSE,NA,3.65318E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kenetia_A,0,FALSE,NA,NA
348,"Pinky up, a glass of chardonnay...",FALSE,NA,8/8/13 3:44,FALSE,NA,3.65317E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bee_ovoxo,0,FALSE,NA,NA
